vin (1-10),county,city,state,postal code,model year,make,model,electric vehicle type,clean alternative fuel vehicle (cafv) eligibility,electric range,legislative district,dol vehicle id,vehicle location,electric utility,2020 census tract
JN1AZ0CP5C,Stevens,Colville,WA,99114,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,7.0,153331706,POINT (-117.90454 48.54657),AVISTA CORP,53065950200
1N4AZ1CP1J,King,Seattle,WA,98122,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,37.0,333135022,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5UX43EU09S,Kitsap,Poulsbo,WA,98370,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,23.0,267525737,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
3C3CFFGE5F,Thurston,Yelm,WA,98597,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,2.0,474468501,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
1N4AZ0CP1F,Thurston,Olympia,WA,98502,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22.0,226741833,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
WBY1Z2C59F,Snohomish,Lynnwood,WA,98037,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,32.0,208518453,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602
1C4RJXR6XR,Snohomish,Snohomish,WA,98290,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,44.0,258162341,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052302
YV4BR0PKXJ,Kitsap,Kingston,WA,98346,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,23.0,316199201,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090202
1N4BZ0CP4G,Kitsap,Poulsbo,WA,98370,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,23.0,344423992,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
KNDCE3LG8K,King,Seattle,WA,98117,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,36.0,4734390,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
KL8CK6S00G,Yakima,Yakima,WA,98903,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,14.0,332341264,POINT (-120.71847 46.55029),PACIFICORP,53077002803
5YJ3E1EC6L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,22.0,273571518,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
1C4JJXN62P,Kitsap,Port Orchard,WA,98367,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,35.0,238015025,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092901
KNDCE3LG9K,Snohomish,Lynnwood,WA,98087,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,21.0,8713050,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
WAUTPBFF5H,Snohomish,Edmonds,WA,98026,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,32.0,106075574,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900
1G1FZ6S02L,Snohomish,Lynnwood,WA,98037,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,32.0,283206829,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051702
1C4JJXP6XN,Skagit,Mount Vernon,WA,98274,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,10.0,271716721,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952600
1FMCU0EZ8N,Thurston,Olympia,WA,98506,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,22.0,195305568,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EB3J,Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23.0,136878675,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
JA4T5WA92R,Yakima,Yakima,WA,98908,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,14.0,269497000,POINT (-120.60199 46.59817),PACIFICORP,53077000902
5YJ3E1EB1J,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,1.0,474583259,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
1N4AZ1CP4J,King,Seattle,WA,98133,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,32.0,303128633,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
5YJ3E1EA3J,Kittitas,Ellensburg,WA,98926,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,13.0,344096189,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975300
5UXTA6C06M,Snohomish,Bothell,WA,98021,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1.0,170396957,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051922
1G1FY6S01L,Thurston,Lacey,WA,98503,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,2.0,265623928,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
5YJYGDEE0L,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,21.0,124395995,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051803
5YJSA1E28G,Snohomish,Lynnwood,WA,98037,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,21.0,341396905,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051601
1G1RB6S52H,Skagit,Bow,WA,98232,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,40.0,349234077,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950802
1N4BZ1CP8K,Skagit,Mount Vernon,WA,98273,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,10.0,109851010,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952700
5YJXCAE24G,King,Kirkland,WA,98034,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,45.0,4735286,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
5YJ3E1EAXK,Snohomish,Arlington,WA,98223,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,39.0,160628149,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053505
1FMCU0LZXN,Yakima,Yakima,WA,98908,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,14.0,232828879,POINT (-120.60199 46.59817),PACIFICORP,53077000401
YV4BR0DL4L,Thurston,Olympia,WA,98516,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,22.0,6337467,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012225
1G1FX6S01H,Island,Freeland,WA,98249,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,10.0,143360472,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900
5UXKT0C51J,Yakima,Wapato,WA,98951,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,15.0,282553729,POINT (-120.42083 46.44779),PACIFICORP,53077940007
1N4BZ1CP4K,Snohomish,Marysville,WA,98270,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,44.0,2384007,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711
5YJ3E1EB0L,Snohomish,Snohomish,WA,98290,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,39.0,4653827,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301
5YJ3E1EAXJ,King,Seattle,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43.0,280224899,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
YV4BR0DLXK,Kitsap,Bainbridge Island,WA,98110,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,23.0,127213362,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090901
5YJ3E1EA2J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,35.0,281249692,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
YH4K14AA0C,Kitsap,Bainbridge Island,WA,98110,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,23.0,196625971,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002
5YJSA1E26G,Island,Clinton,WA,98236,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,10.0,124200996,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972000
WBY2Z6C57K,Thurston,Tumwater,WA,98512,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,22.0,229495584,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910
KM8K33AG5L,Skagit,Mount Vernon,WA,98273,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,40.0,4878891,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952500
1C4RJYB68P,Yakima,Union Gap,WA,98903,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,15.0,245749206,POINT (-120.71847 46.55029),PACIFICORP,53077001400
5UXTS1C08M,King,Seattle,WA,98144,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,37.0,209729166,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010002
5YJ3E1EA3J,King,Seattle,WA,98136,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,34.0,336434822,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602
WA1LAAGE7M,Kitsap,Bainbridge Island,WA,98110,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,23.0,287453960,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002
1G1FZ6S07K,Snohomish,Lynnwood,WA,98087,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,21.0,477813668,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
5YJ3E1EBXK,Walla Walla,Walla Walla,WA,99362,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,16.0,255013832,POINT (-118.34261 46.07068),PACIFICORP,53071920801
3FA6P0PU5F,Snohomish,Everett,WA,98203,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38.0,9620047,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041201
1G1FY6S08L,Stevens,Loon Lake,WA,99148,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,7.0,140898397,POINT (-117.63731 48.06288),AVISTA CORP,53065951302
WBA33AG04M,King,Auburn,WA,98001,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,47.0,141826758,POINT (-122.28802 47.30264),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
5YJ3E1EB9J,Kitsap,Seabeck,WA,98380,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,35.0,3557284,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301
1N4AZ1CP0J,King,Auburn,WA,98092,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,31.0,475311350,POINT (-122.18262 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000
1N4AZ1CP5J,Snohomish,Snohomish,WA,98290,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,39.0,349084263,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052203
1N4AZ0CP8D,Snohomish,Everett,WA,98201,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,38.0,122815822,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
5YJYGDEF2L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,44.0,272546914,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052710
WA1E2AFY5R,Chelan,Leavenworth,WA,98826,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,12.0,272879554,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
2C4RC1S7XN,Yakima,Yakima,WA,98908,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,14.0,218188029,POINT (-120.60199 46.59817),PACIFICORP,53077000402
5YJ3E1EB4J,King,Seattle,WA,98144,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,37.0,265630438,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
1N4AZ0CP2D,King,Seattle,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,32.0,157691481,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
1N4AZ0CP1D,Snohomish,Edmonds,WA,98026,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,32.0,185005306,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900
5YJYGDEE2L,Snohomish,Everett,WA,98208,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,44.0,123235318,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052121
1N4AZ0CP0D,Chelan,Wenatchee,WA,98801,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,12.0,145130310,POINT (-120.30521 47.41493),PUD NO 1 OF CHELAN COUNTY,53007960700
1N4AZ0CP1D,Snohomish,Lynnwood,WA,98037,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,32.0,114361306,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602
ZACPDFDW3R,Kitsap,Bremerton,WA,98311,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,23.0,262534016,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600
5YJ3E1EB0J,King,Seattle,WA,98101,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43.0,476007409,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
WP0AC2Y1XL,Snohomish,Lynnwood,WA,98087,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,21.0,286930122,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812
3C3CFFGE6G,Snohomish,Mill Creek,WA,98012,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,44.0,477399065,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052004
3FA6P0PU4H,Kitsap,Port Orchard,WA,98367,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,35.0,169755050,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092101
5YJ3E1EB1J,Snohomish,Marysville,WA,98270,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,39.0,441835978,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052709
5UXTS1C08M,Walla Walla,Walla Walla,WA,99362,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,16.0,275789013,POINT (-118.34261 46.07068),PACIFICORP,53071920902
1G1FZ6S01L,Thurston,Rainier,WA,98576,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,2.0,271231313,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
5YJ3E1EB1J,Yakima,Yakima,WA,98902,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,15.0,273775694,POINT (-120.51904 46.59783),PACIFICORP,53077001201
1FADP5CU9E,Snohomish,Everett,WA,98208,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,21.0,168703293,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041814
JTMEB3FV0S,Yakima,Yakima,WA,98908,2025,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,14.0,278580221,POINT (-120.60199 46.59817),PACIFICORP,53077002804
5YJ3E1EB3L,Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,12.0,6237087,POINT (-120.30521 47.41493),PUD NO 1 OF CHELAN COUNTY,53007961001
1N4AZ0CP1F,Snohomish,Edmonds,WA,98026,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,21.0,106886846,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
KNDJP3AEXG,Snohomish,Lynnwood,WA,98037,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,21.0,209171889,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
5YJ3E1EB3L,Snohomish,Lynnwood,WA,98036,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,32.0,103258158,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051702
5YJ3E1EBXJ,Yakima,Moxee,WA,98936,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,15.0,233035295,POINT (-120.39197 46.55621),PACIFICORP,53077001702
5YJXCAE27L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,23.0,102970122,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205
5UXTS1C05M,Island,Oak Harbor,WA,98277,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,10.0,169426204,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
5YJXCAE21L,King,Kirkland,WA,98033,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,45.0,4767346,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
WA1LAAGE5K,King,Kirkland,WA,98033,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,48.0,249591667,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
5YJ3E1EA9L,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,45.0,105014563,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
1G1RD6E48C,Island,Freeland,WA,98249,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,10.0,167966235,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900
JTJKKCFZ1T,Snohomish,Lynnwood,WA,98087,2026,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,21.0,286895038,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812
1G1FZ6S02L,Kitsap,Bremerton,WA,98337,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,26.0,274627748,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081200
3C3CFFGE4F,King,Seattle,WA,98103,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,43.0,171901677,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
5YJYGDEE4L,King,Seattle,WA,98178,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,37.0,124473891,POINT (-122.25031 47.49481),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026001
5UXTA6C04N,Snohomish,Mukilteo,WA,98275,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,21.0,186128057,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
5YJ3E1EB9L,Thurston,Tumwater,WA,98501,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,35.0,126144035,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720
3C3CFFGE0G,Thurston,Olympia,WA,98506,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22.0,194169839,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
5YJYGDEEXL,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,44.0,115418271,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711
5UX43EU06R,Snohomish,Bothell,WA,98021,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,1.0,251284939,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
2C4RC1S7XR,Yakima,Yakima,WA,98901,2024,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,15.0,286887289,POINT (-120.50729 46.60464),PACIFICORP,53077001602
5UX43EU06R,Douglas,Orondo,WA,98843,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,12.0,262753543,POINT (-120.22795 47.62353),PUD NO 1 OF DOUGLAS COUNTY,53017950101
3C3CFFGEXG,Snohomish,Edmonds,WA,98020,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,21.0,4942563,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502
3FA6P0PU0E,Kitsap,Port Orchard,WA,98367,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,35.0,196498060,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092901
1N4AZ0CP8F,Snohomish,Mill Creek,WA,98012,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,44.0,475471818,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052008
3C3CFFGE0D,Kitsap,Poulsbo,WA,98370,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,23.0,152129295,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100
KNDPZDDH8R,Kitsap,Bremerton,WA,98310,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,23.0,261533814,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080400
1N4BZ1CP1K,Chelan,Wenatchee,WA,98801,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,12.0,186036063,POINT (-120.30521 47.41493),PUD NO 1 OF CHELAN COUNTY,53007961304
5UXKT0C55G,Snohomish,Bothell,WA,98021,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,1.0,132793202,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916
JA4J24A52J,Spokane,Spokane,WA,99205,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,3.0,297387947,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,53063001100
KNDCC3LG7L,Kitsap,Port Orchard,WA,98366,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,26.0,142466005,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500
